ID,Gender,10percentage,10board,12graduation,12percentage,12board,CollegeID,CollegeTier,Degree,Specialization,collegeGPA,CollegeCityID,CollegeCityTier,CollegeState,GraduationYear,English,Logical,Quant,Domain,Salary,conscientiousness,openess_to_experience,openess_to_experience
1078108,f,90,state board,2017,89.26,state board,4734,2,B.Tech/B.E.,electronics and communication engineering,71,4734,0,Kerala,2021,605,545,585,0.783303537,585000,0.8463,-0.0943,-0.0943
467504,f,88.34,cbse,2015,71,cbse,1730,2,B.Tech/B.E.,electronics and electrical engineering,90.44,1730,0,Uttar Pradesh,2020,525,505,485,0.0587928,612000,1.2828,0.5024,0.5024
641305,f,92.5,state board,2017,95.3,state board,9769,2,B.Tech/B.E.,computer science & engineering,79.6,9769,1,Telangana,2021,510,585,650,0.765673581,585000,0.5591,0.0973,0.0973
454538,m,65.85,bseb patna,2014,56.22,biec patna,1281,2,B.Tech/B.E.,information technology,58.7,1281,1,Maharashtra,2020,335,525,565,0.525922584,432000,1.2056,0.0284,0.0284
767258,m,64.6,cbse,2016,59.8,cbse,314,2,B.Tech/B.E.,computer science & engineering,69.02,314,1,Karnataka,2021,430,460,415,0.622642916,360000,-0.8772,-3.3518,-3.3518
1111619,m,71.2,state board,2017,72,state board,55,2,B.Tech/B.E.,information technology,76.9,55,0,Uttar Pradesh,2022,430,530,630,0.996744487,477000,0.7027,0.2889,0.2889
1297877,f,82.88,state board,2018,87.33,state board,3461,2,B.Tech/B.E.,electronics and communication engineering,77.4,3461,0,Karnataka,2022,545,505,544,0.338786347,396000,0.7027,-0.4776,-0.4776
1117138,m,86.15,state board,2017,83,state board,358,2,B.Tech/B.E.,computer engineering,60.2,358,1,Maharashtra,2021,560,505,585,0.842248322,603000,-0.5899,-0.4776,-0.4776
938300,m,92,cbse,2017,88.8,cbse,6874,2,B.Tech/B.E.,computer science & engineering,73,6874,0,Uttarakhand,2022,640,645,690,0.356536488,585000,-0.159,0.8637,0.8637
305011,m,60,hbse,2014,64,hbse,2637,2,B.Tech/B.E.,computer engineering,70,2637,0,Haryana,2019,595,425,425,0.525922584,432000,-0.4173,0.3444,0.3444
676834,m,82,state board,2017,79.6,state board,547,2,B.Tech/B.E.,automobile/automotive engineering,64.8,547,0,Madhya Pradesh,2021,485,555,605,0.414337426,684000,0.7027,0.0973,0.0973
322724,m,81.67,"bse,orissa",2016,69,"chse,orissa",3427,2,B.Tech/B.E.,electronics and communication engineering,89.2,3427,0,Orissa,2020,455,655,595,0.538386893,747000,-0.4173,-0.1295,-0.1295
46302,m,74.4,icse,2013,74.4,icse,429,2,B.Tech/B.E.,mechanical engineering,69.11,429,0,Uttar Pradesh,2018,585,415,505,0.535862819,630000,-0.1082,0.3444,0.3444
246607,m,86.53,board of secondary education(bse) orissa,2015,71.55,chse,6570,2,B.Tech/B.E.,computer engineering,78.5,6570,0,Orissa,2019,515,505,454,0.704090412,864000,-0.1082,0.3444,0.3444
333041,m,86.5,ssc,2014,90.6,board of intermediate education,6638,2,MCA,computer application,79.6,6638,0,Andhra Pradesh,2020,505,615,615,0.916869961,1008000,1.2828,-0.1521,-0.1521
833102,m,65,state board,2017,55.55,state board,382,2,B.Tech/B.E.,computer science & engineering,65.66,382,0,Uttar Pradesh,2022,335,460,400,-1,297000,-1.8825,-1.4356,-1.4356
102923,m,80,maticulation,2015,94.5,electonincs and communication(dote),558,2,B.Tech/B.E.,electronics & instrumentation eng,80,558,1,Tamil Nadu,2018,385,435,385,0.376059587,630000,-0.1082,-0.6035,-0.6035
390177,m,71,j & k bord,2016,75,j & k board,10342,2,B.Tech/B.E.,electronics and communication engineering,81.02,10342,1,Karnataka,2020,575,455,605,0.538386893,900000,-0.7264,-1.3539,-1.3539
228051,m,58,icse,2014,69,isc,11855,2,B.Tech/B.E.,information technology,70,11855,0,Andhra Pradesh,2019,565,535,545,0.765673581,1089000,-2.8903,-1.0774,-1.0774
542967,m,87.4,cbse,2017,84.8,cbse,172,2,B.Tech/B.E.,information technology,74,172,0,Uttar Pradesh,2021,555,585,485,0.704090412,576000,-1.1901,-0.643,-0.643
1156529,m,79.67,state board,2016,72.67,state board,7543,2,B.Tech/B.E.,computer science & engineering,69.53,7543,1,Rajasthan,2021,525,425,570,0.622642916,180000,-0.0154,0.2889,0.2889
295545,m,73.73,"msbshse,pune",2013,72.5,"msbshse,pune",127,2,MCA,computer application,65,127,0,Maharashtra,2019,535,645,435,0.930370607,324000,-2.1175,-1.0774,-1.0774
1034791,m,77.8,cbse,2017,78,cbse,14019,2,B.Tech/B.E.,electronics and communication engineering,76,14019,0,Haryana,2021,640,520,570,0.112139438,567000,1.5644,-1.8189,-1.8189
215848,m,89,icse,2014,75,"chse,orissa",5026,2,B.Tech/B.E.,electronics and communication engineering,76.6,5026,0,Orissa,2019,545,445,625,0.376059587,882000,0.6646,-0.1295,-0.1295
814093,f,86.92,state board,2019,76,state board,11742,2,B.Tech/B.E.,computer science & engineering,72,11742,0,Maharashtra,2022,535,580,445,0.81941653,612000,-1.1644,0.8637,0.8637
1098816,m,80.88,wbbse,2013,66.3,wbchse,14532,2,M.Tech./M.E.,other,90,14532,0,Tamil Nadu,2021,535,530,450,-1,261000,0.99,0.8637,0.8637
691206,f,83,state board,2017,87.5,state board,519,2,B.Tech/B.E.,information technology,81,519,1,Tamil Nadu,2021,475,515,464,0.622642916,558000,-0.3027,-0.0943,-0.0943
50876,m,78,0,2012,71.3,0,5400,2,B.Tech/B.E.,information technology,67,5400,0,Madhya Pradesh,2017,455,605,625,0.916869961,1152000,-0.2628,0.8183,0.8183
1171381,m,80,cbse,2016,74,cbse,350,2,B.Tech/B.E.,information technology,58,350,0,Uttar Pradesh,2021,525,590,560,0.942116551,432000,-0.3027,0.2889,0.2889
845544,f,90,cbse,2018,79.4,cbse,14351,2,B.Tech/B.E.,computer science & engineering,83.02,14351,0,Punjab,2022,545,585,425,0.991230625,540000,0.7027,1.0554,1.0554
1078034,f,81.7,state board,2016,88.7,state board,14723,2,B.Tech/B.E.,computer science & engineering,75.35,14723,0,Andhra Pradesh,2020,335,530,430,0.842248322,576000,0.99,0.2889,0.2889
1247339,f,62,state board,2016,61.4,cbse,11825,2,B.Tech/B.E.,electronics and electrical engineering,66.68,11825,0,Uttar Pradesh,2021,370,455,380,0.684565068,252000,0.2718,0.6721,0.6721
541137,m,91,cbse,2016,84,cbse,37,2,B.Tech/B.E.,electronics and communication engineering,76,37,1,Delhi,2020,675,415,735,0.910770164,720000,0.3555,0.5419,0.5419
361702,f,89.92,karnataka state board,2016,77,karnataka state board,1384,2,B.Tech/B.E.,industrial & production engineering,76.5,1384,0,Karnataka,2020,525,415,385,-1,864000,0.6646,0.8973,0.8973
874596,m,60.8,cbse,2014,66.66,cbse,41,2,MCA,computer application,74.74,41,1,Delhi,2021,465,585,515,0.911395278,450000,0.8463,0.6721,0.6721
1171210,m,86.8,cbse,2018,75.2,cbse,7824,2,B.Tech/B.E.,electronics and communication engineering,77.32,7824,0,Uttar Pradesh,2022,700,605,690,0.493596387,468000,0.1282,-0.4776,-0.4776
82444,m,83,cbse,2014,73,cbse,495,2,B.Tech/B.E.,electronics & telecommunications,85.2,495,1,Telangana,2018,585,665,635,0.376059587,360000,0.51,0.6603,0.6603
1120667,f,70,state board,2015,67,state board,3579,2,B.Tech/B.E.,information technology,72.89,3579,0,Uttar Pradesh,2021,370,425,430,0.144789889,396000,0.4155,0.2889,0.2889
576054,m,60,"bihar secondary education board,patna",2014,54.66,intermediate council patna,175,2,B.Tech/B.E.,computer science & engineering,75,175,0,Punjab,2020,545,350,500,0.450876584,234000,0.7027,-0.0943,-0.0943
127017,m,81,0,2014,86.1,0,1286,2,B.Tech/B.E.,electronics and communication engineering,98.4,1286,0,Andhra Pradesh,2018,454,495,464,0.910770164,684000,0.9737,0.1864,0.1864
640774,m,75.06,state board,2017,63.4,state board,8105,2,B.Tech/B.E.,computer science & engineering,68.41,8105,0,Madhya Pradesh,2021,285,425,165,0.450876584,99000,0.1282,0.2889,0.2889
273602,m,61.86,"hse,board",2015,77.56,scte & vt (diploma),11013,2,B.Tech/B.E.,electronics & telecommunications,72,11013,0,Orissa,2018,365,415,315,0.376059587,810000,0.0464,-1.3934,-1.3934
1175525,m,88,cbse,2019,83,cbse,1282,2,B.Tech/B.E.,mechanical and automation,75,1282,0,Punjab,2023,490,425,595,0.45901584,432000,-0.0154,-2.2021,-2.2021
1255801,m,86.16,cbse,2019,70.08,cbse,7376,2,B.Tech/B.E.,electronics and communication engineering,63.13,7376,0,Uttar Pradesh,2023,455,595,500,0.20739217,567000,0.99,0.2889,0.2889
636944,m,53.3,state board,2015,68.4,state board,4501,2,B.Tech/B.E.,computer engineering,70.82,4501,0,Uttar Pradesh,2021,325,400,680,0.23780284,468000,-1.0208,0.2889,0.2889
450922,f,82.83,0,2016,75.16,0,1964,2,B.Tech/B.E.,electronics and communication engineering,75.72,1964,0,Karnataka,2020,405,435,345,0.824666401,360000,-1.4992,-0.9194,-0.9194
927414,f,59,state board,2015,69,state board,5015,2,MCA,computer application,74,5015,0,Andhra Pradesh,2022,275,415,310,0.080055281,216000,0.5591,-0.2859,-0.2859
543139,m,66.8,cbse,2017,59.9,cbse,172,2,B.Tech/B.E.,electronics and instrumentation engineering,65.4,172,0,Uttar Pradesh,2021,265,520,370,0.694479328,198000,-1.4606,-0.7615,-0.7615
640827,m,77.2,cbse,2017,65.2,cbse,8105,2,B.Tech/B.E.,computer engineering,66.7,8105,0,Madhya Pradesh,2021,555,630,620,0.765673581,540000,-1.4517,0.4805,0.4805
435437,m,91.5,0,2015,98.7,0,492,2,B.Tech/B.E.,electronics and communication engineering,74.26,492,1,Telangana,2019,485,585,745,-1,738000,0.0464,-0.7615,-0.7615
431706,m,58,up board,2014,47.2,up board,350,2,MCA,computer application,75,350,0,Uttar Pradesh,2020,395,404,385,0.864685413,270000,1.1283,0.1864,0.1864
823790,m,90.2,cbse,2018,79.4,cbse,272,2,B.Tech/B.E.,electronics and communication engineering,63.2,272,0,Punjab,2022,545,435,470,-1,540000,-0.4463,-0.6692,-0.6692
59505,m,52.5,up board,2012,51.6,cbse,3200,1,B.Tech/B.E.,electronics and electrical engineering,66.66,3200,1,Delhi,2018,475,445,585,0.538386893,576000,-0.5719,1.1343,1.1343
421568,m,62.34,ssc,2016,62.26,msbte,307,2,B.Tech/B.E.,computer engineering,58.35,307,1,Maharashtra,2020,435,375,395,0.24545566,423000,0.51,0.8183,0.8183
45421,f,78,matriculation,2014,81,state board,424,2,B.Tech/B.E.,information technology,82,424,0,Tamil Nadu,2018,465,585,565,0.635978756,747000,0.2009,0.6603,0.6603
455432,m,72,cbse,2016,57,cbse,272,2,B.Tech/B.E.,information technology,66.24,272,0,Punjab,2020,415,495,475,0.10487136,486000,-0.1082,-0.9194,-0.9194
308810,m,61.5,up board,2016,64.4,up board,5904,2,B.Tech/B.E.,computer engineering,65.64,5904,0,Uttar Pradesh,2020,405,475,515,0.952245573,504000,-1.6538,-0.9194,-0.9194
922658,f,62.6,icse,2018,68.04,icse,272,2,B.Tech/B.E.,computer science & engineering,71.1,272,0,Punjab,2022,545,495,415,0.356536488,396000,-0.3027,0.8637,0.8637
109360,f,85,0,2014,93,0,1014,2,B.Tech/B.E.,computer engineering,70,1014,0,Andhra Pradesh,2018,445,465,585,0.765673581,936000,-0.881,0.5024,0.5024
206571,m,72,cbse,2014,70,cbse,255,2,B.Tech/B.E.,computer engineering,72,255,0,Uttar Pradesh,2019,455,575,445,0.600057182,360000,0.0464,-0.2875,-0.2875
624172,f,73.4,state board,2017,82.8,state board,5815,2,B.Tech/B.E.,electronics and communication engineering,74.28,5815,0,Madhya Pradesh,2021,345,450,370,0.0587928,153000,0.8463,0.4805,0.4805
332694,m,59,state board,2017,72,state board,7600,2,B.Tech/B.E.,computer science & engineering,72,7600,0,Uttar Pradesh,2021,475,375,315,0.165633092,450000,-2.272,-2.0648,-2.0648
866912,m,79.6,cbse,2017,70.2,cbse,14019,2,B.Tech/B.E.,electronics and communication engineering,77.94,14019,0,Haryana,2021,555,645,750,0.655766943,585000,-1.4517,-0.0943,-0.0943
552848,f,88,cbse,2017,87.8,cbse,13,1,B.Tech/B.E.,electronics and communication engineering,76.3,13,1,Delhi,2021,660,495,590,0.824666401,216000,0.2718,0.2889,0.2889
1187474,f,88,cbse,2017,69,cbse,16730,2,B.Tech/B.E.,electronics and communication engineering,67,16730,0,Kerala,2021,405,460,390,0.338786347,216000,0.8463,-0.8608,-0.8608
203454,m,76.2,0,2014,72.8,0,3716,2,B.Tech/B.E.,computer engineering,78,3716,1,Karnataka,2019,445,495,585,0.793580615,900000,-0.2628,-0.7615,-0.7615
407653,f,92.64,karnataka state board,2016,82.33,karnataka secondary education,3801,2,B.Tech/B.E.,information technology,86.6,3801,0,Karnataka,2020,475,485,595,0.884122512,765000,1.0896,-0.1295,-0.1295
1230310,m,76.7,icse,2018,85.5,icse,17615,2,B.Tech/B.E.,information technology,81,17615,1,West Bengal,2022,595,375,370,0.486747008,432000,-0.7335,-0.8608,-0.8608
637628,m,83,state board,2017,81,state board,9184,2,B.Tech/B.E.,electronics and communication engineering,65.21,9184,1,Telangana,2021,510,305,310,0.694479328,189000,-1.0208,-0.0943,-0.0943
373290,f,75.2,cbse,2014,73.8,cbse,41,2,MCA,computer application,64.5,41,1,Delhi,2020,615,665,535,0.916869961,432000,-2.5811,-0.9194,-0.9194
1154840,m,84,icse,2018,84,icse,5256,2,B.Tech/B.E.,electronics and communication engineering,78,5256,0,Orissa,2022,490,480,525,-1,630000,-0.0154,-0.8608,-0.8608
355170,f,74.62,matriculation,2016,70,matriculation,1019,2,B.Tech/B.E.,computer engineering,75,1019,1,Tamil Nadu,2020,515,435,375,0.377551419,540000,0.8578,0.8183,0.8183
830138,m,91.2,cbse,2018,70,cbse,462,2,B.Tech/B.E.,electronics and communication engineering,70.8,462,1,Karnataka,2022,605,525,370,-1,567000,1.2772,0.4805,0.4805
333337,m,63,up board,2014,66,up board,6434,2,B.Tech/B.E.,computer engineering,61.3,6434,0,Uttarakhand,2020,465,575,545,0.3423149,432000,0.2782,-0.1295,-0.1295
1085682,m,51.6,up board,2015,52,up board,140,2,MCA,computer application,74,140,0,Uttar Pradesh,2021,510,540,510,0.744758354,144000,-1.8825,-0.4776,-0.4776
1083037,m,82.1,state board,2018,72.1,state board,13697,2,B.Tech/B.E.,electronics and communication engineering,73.6,13697,1,West Bengal,2022,805,565,645,0.338786347,558000,-0.4463,-1.244,-1.244
1129543,m,64,state board,2015,60,state board,4866,2,MCA,computer application,77,4866,0,Tamil Nadu,2021,385,410,330,0.080055281,279000,-0.8772,0.2889,0.2889
1198958,m,88.6,state board,2018,94.7,state board,5338,2,B.Tech/B.E.,computer science & engineering,75.4,5338,0,Andhra Pradesh,2022,465,570,520,0.911395278,720000,1.5644,-1.4356,-1.4356
110817,m,80,ssc,2015,74.53,sbtet,964,2,B.Tech/B.E.,electronics and electrical engineering,68,964,1,Telangana,2018,385,345,425,0.229481755,360000,-0.4173,0.9763,0.9763
958998,m,63.33,state board,2017,68.15,state board,15863,2,B.Tech/B.E.,mechanical engineering,67.21,15863,1,Rajasthan,2022,345,415,210,0.032937018,180000,0.7027,-0.4776,-0.4776
640459,m,87.4,cbse,2017,83.4,cbse,1622,2,B.Tech/B.E.,mechanical engineering,73.8,1622,0,Madhya Pradesh,2021,625,585,695,0.414337426,1080000,-0.3027,0.8637,0.8637
47805,m,73,cbse,2014,58,cbse,6268,2,B.Tech/B.E.,electronics & telecommunications,66,6268,0,Haryana,2018,475,215,335,0.229481755,909000,-2.272,-2.1833,-2.1833
342936,m,60.2,cbse,2018,60.8,cbse,10932,2,B.Tech/B.E.,computer science & engineering,62.42,10932,0,Uttar Pradesh,2022,485,405,345,0.144789889,171000,1.1283,0.0679,0.0679
262989,m,72,0,2014,71.6,0,11025,2,B.Tech/B.E.,computer engineering,62,11025,0,Uttar Pradesh,2019,425,345,365,0.3423149,324000,0.3555,-0.1295,-0.1295
755088,m,86.6,icse,2017,81.5,icse,1906,2,B.Tech/B.E.,electrical engineering,78,1906,1,West Bengal,2021,500,560,470,0.837620726,477000,0.7027,-0.8608,-0.8608
1095963,m,82.87,state board,2018,60.42,state board,6884,2,B.Tech/B.E.,civil engineering,67.77,6884,0,West Bengal,2022,420,400,545,0.255778194,540000,-0.4463,-2.2021,-2.2021
637441,m,91.3,state board,2017,91.2,state board,1428,2,B.Tech/B.E.,electronics and communication engineering,70,1428,1,Telangana,2021,520,605,855,0.229481755,630000,-0.0154,0.4805,0.4805
1227702,m,68.83,state board,2018,62,state board,8310,2,B.Tech/B.E.,computer science & engineering,73.2,8310,1,Rajasthan,2023,290,385,405,0.842248322,396000,1.2772,1.0554,1.0554
845819,m,67,icse,2018,62,isc,2774,2,B.Tech/B.E.,information technology,71,2774,0,Madhya Pradesh,2022,520,305,355,0.04099931,558000,-1.308,-1.8189,-1.8189
89702,m,76,mp board,2013,84,mp board,928,2,B.Tech/B.E.,information technology,64,928,0,Madhya Pradesh,2018,544,535,485,0.413838256,945000,-0.1082,1.2923,1.2923
1093749,f,61,cbse,2017,67,cbse,8317,2,B.Tech/B.E.,computer science & engineering,79,8317,0,Madhya Pradesh,2022,455,460,510,0.899843844,270000,-0.7335,0.2889,0.2889
133773,f,86.5,0,2013,81,0,2066,2,B.Tech/B.E.,electronics and communication engineering,79,2066,1,West Bengal,2018,554,495,575,0.376059587,729000,0.3555,0.8183,0.8183
1064862,m,87,state board,2017,79.9,state board,6345,2,B.Tech/B.E.,mechanical engineering,66.67,6345,0,Andhra Pradesh,2021,350,445,295,0.328746379,315000,1.5644,0.4805,0.4805
116358,m,87,ssc,2014,90.6,board of intermediate,1141,2,B.Tech/B.E.,information technology,69.04,1141,0,Andhra Pradesh,2018,325,535,505,0.525922584,882000,0.6646,0.1864,0.1864
63106,m,77.16,icse,2014,71,cbse,255,2,B.Tech/B.E.,computer engineering,72.22,255,0,Uttar Pradesh,2019,685,545,525,0.974396113,828000,-1.3447,0.8183,0.8183
599652,m,71.2,cbse,2017,85.5,state board,830,2,B.Tech/B.E.,electronics and communication engineering,74,830,1,Tamil Nadu,2021,625,520,325,0.0587928,594000,-0.159,0.8637,0.8637
271904,m,83.8,cbse,2015,63.4,cbse,1648,2,B.Tech/B.E.,information technology,61.2,1648,1,Karnataka,2019,665,615,515,0.916869961,1980000,-0.881,-0.6035,-0.6035
998012,f,86.5,state board,2017,93.5,state board,11556,2,B.Tech/B.E.,electronics and electrical engineering,77.8,11556,0,Andhra Pradesh,2021,525,495,475,0.684565068,342000,1.7081,0.0973,0.0973
937947,f,82.66,cbse,2018,69.4,cbse,6874,2,B.Tech/B.E.,information technology,72,6874,0,Uttarakhand,2022,710,665,510,0.23780284,585000,1.7081,0.8637,0.8637
1097187,m,86.5,state board,2018,69.16,0,9837,2,B.Tech/B.E.,electronics and communication engineering,67.81,9837,1,Telangana,2021,395,615,560,-1,540000,1.9953,1.6302,1.6302
849071,m,86,cbse,2015,72.8,cbse,47,1,B.Tech/B.E.,electronics and electrical engineering,65.89,47,1,Delhi,2021,650,640,795,0.20739217,585000,-0.4463,-1.0524,-1.0524
35694,m,84.8,cbse,2014,85.8,cbse,225,2,B.Tech/B.E.,electronics and electrical engineering,67,225,1,Delhi,2020,475,605,605,0.229481755,324000,0.0464,-0.2875,-0.2875
1066913,m,75,state board,2018,60.4,state board,13599,2,B.Tech/B.E.,electrical engineering,72,13599,1,West Bengal,2022,350,445,510,0.557389506,216000,-0.5116,-0.2511,-0.2511
796601,m,87,cbse,2017,68,cbse,222,2,B.Tech/B.E.,electronics and communication engineering,69,222,0,Jharkhand,2022,475,535,765,0.338786347,495000,1.8517,1.0554,1.0554
578157,m,64,cbse,2016,63.33,state board,8811,2,M.Tech./M.E.,electronics,71,8811,1,Karnataka,2022,415,545,524,-1,72000,1.8517,-0.2859,-0.2859
335201,m,74,up board,2014,76.6,up board,198,2,B.Tech/B.E.,mechanical engineering,73.6,198,0,Uttar Pradesh,2020,475,575,615,0.958682017,738000,-0.5719,-0.2875,-0.2875
1087183,m,76.96,state board,2018,70,state board,9170,2,B.Tech/B.E.,electronics and communication engineering,70,9170,1,Karnataka,2022,350,240,210,0.112139438,180000,0.99,-0.0943,-0.0943
1204221,m,84.5,state board,2019,85,state board,883,2,B.Tech/B.E.,computer science & engineering,72.3,883,0,Tamil Nadu,2023,615,530,475,0.842248322,630000,-0.5899,-0.8608,-0.8608
920413,m,68.6,state board,2015,62.6,state board,55,2,MCA,computer application,74.95,55,0,Uttar Pradesh,2022,325,435,340,-1,90000,-0.3027,0.8637,0.8637
707108,m,92.3,state board,2017,95,state board,13741,2,B.Tech/B.E.,electronics and communication engineering,80,13741,0,Andhra Pradesh,2021,465,570,680,0.694479328,873000,1.1336,0.9404,0.9404
1187208,m,90.6,cbse,2017,78,cbse,8351,1,B.Tech/B.E.,electronics and communication engineering,62,8351,0,Karnataka,2021,710,565,690,0.338786347,432000,-1.0208,-0.0943,-0.0943
1127268,m,68,cbse,2017,72,cbse,6659,2,B.Tech/B.E.,computer science & engineering,70,6659,1,Tamil Nadu,2021,440,425,415,0.622642916,540000,-0.5899,-0.6692,-0.6692
1019761,m,83.6,state board,2017,90.2,state board,1487,2,B.Tech/B.E.,electronics and communication engineering,69.3,1487,0,Andhra Pradesh,2021,405,480,665,0.649389715,594000,0.5591,-0.6692,-0.6692
327856,m,64,state board,2016,61,state board,310,2,B.Tech/B.E.,information technology,72,310,0,West Bengal,2020,345,335,275,0.24545566,180000,-0.4173,-0.0506,-0.0506
247078,f,78,0,2014,53,0,6570,2,B.Tech/B.E.,computer engineering,65,6570,0,Orissa,2019,475,485,525,0.600057182,495000,0.6646,0.1864,0.1864
51320,m,86,karnataka board of secondary education,2014,82.83,karnataka board of university,182,2,B.Tech/B.E.,computer engineering,68.5,182,1,Karnataka,2018,455,305,595,0.765673581,981000,1.2828,0.6603,0.6603
530592,m,67,state board,2016,78,state board,2563,2,B.Tech/B.E.,computer science & engineering,80,2563,0,Uttarakhand,2021,450,545,515,0.998876108,216000,-1.8083,-2.9731,-2.9731
599552,m,87.4,cbse,2017,86.6,cbse,830,2,B.Tech/B.E.,electronics and electrical engineering,78.4,830,1,Tamil Nadu,2021,485,475,620,0.824666401,315000,-0.0154,0.2889,0.2889
662142,m,71.13,state board,2017,66,state board,13095,2,B.Tech/B.E.,electronics and communication engineering,77.7,13095,1,West Bengal,2021,345,495,575,0.985461394,216000,0.8463,1.6302,1.6302
1294572,m,81.4,cbse,2018,74.4,cbse,2388,2,B.Tech/B.E.,instrumentation engineering,84,2388,1,Karnataka,2022,560,565,455,0.965327158,360000,-0.4463,-0.6692,-0.6692
423209,m,55,up board,2013,68,up board,8718,2,B.Tech/B.E.,computer science & engineering,59,8718,0,Uttar Pradesh,2020,475,415,435,0.486747008,324000,-0.7651,0.0284,0.0284
407740,m,88.33,icse,2016,85.2,cbse,3801,2,B.Tech/B.E.,computer engineering,88.3,3801,0,Karnataka,2020,585,575,605,0.960903087,711000,-1.4606,-1.8673,-1.8673
618308,m,91.6,cbse,2016,82.4,cbse,400,1,B.Tech/B.E.,industrial & production engineering,81.9,400,0,Madhya Pradesh,2021,615,605,725,0.945134856,1080000,-1.1644,-1.6273,-1.6273
920388,m,80.6,icse,2017,80.7,icse,55,2,B.Tech/B.E.,electronics and communication engineering,72.5,55,0,Uttar Pradesh,2022,625,525,635,0.493596387,720000,0.8463,0.0973,0.0973
670628,m,76.6,cbse,2017,82.2,cbse,67,2,B.Tech/B.E.,computer science & engineering,72,67,0,Uttar Pradesh,2021,520,610,705,0.952245573,612000,-1.0208,-2.0105,-2.0105
335328,m,76,0,2016,73,0,198,2,B.Tech/B.E.,electronics and communication engineering,64,198,0,Uttar Pradesh,2021,464,405,524,0.229481755,360000,-0.0696,-0.9194,-0.9194
35122,m,62,up,2014,71,up,374,2,B.Tech/B.E.,computer engineering,67,374,0,Uttar Pradesh,2018,425,385,435,0.81941653,324000,1.7465,0.6603,0.6603
1157393,m,53,state board,2016,62,state board,3579,2,B.Tech/B.E.,electronics and communication engineering,69,3579,0,Uttar Pradesh,2022,500,360,330,0.649389715,261000,-0.159,0.6721,0.6721
1258895,m,82,state board,2016,79.6,state board,1011,2,B.Tech/B.E.,electronics and communication engineering,68,1011,0,Gujarat,2020,350,520,450,0.783303537,369000,-0.5899,1.247,1.247
629285,f,87.7,state board,2017,88.5,state board,6568,2,B.Tech/B.E.,computer engineering,85.9,6568,0,Tamil Nadu,2021,695,545,560,0.968237496,738000,-0.7335,1.0554,1.0554
914336,m,78.8,state board,2017,70.4,state board,15404,2,B.Tech/B.E.,electronics and communication engineering,73,15404,0,Madhya Pradesh,2022,465,510,370,0.649389715,270000,1.7081,0.6721,0.6721
322522,f,88.88,"bse, odisha",2016,71,"chse, odisha",14708,2,B.Tech/B.E.,electronics and communication engineering,87,14708,0,Orissa,2020,365,475,485,0.824666401,288000,1.4374,0.1864,0.1864
337194,m,94.4,tamilnadu state board,2016,94.16,tamilnadu state board,3076,2,B.Tech/B.E.,mechanical engineering,87.2,3076,0,Tamil Nadu,2020,495,585,585,0.995613797,891000,-0.3014,0.3444,0.3444
1129408,m,69,state board,2017,61.3,state board,5039,2,B.Tech/B.E.,electronics and communication engineering,69,5039,0,Andhra Pradesh,2021,430,425,295,0.338786347,450000,0.1282,-1.0524,-1.0524
242701,m,73.8,0,2014,55.8,0,1436,2,B.Tech/B.E.,electronics and electrical engineering,54,1436,0,Karnataka,2019,395,405,445,0.376059587,1080000,-3.5085,-1.3934,-1.3934
238088,m,67,icse,2015,81,karnataka pu,1070,2,B.Tech/B.E.,electronics and communication engineering,60.38,1070,1,Karnataka,2019,545,455,515,0.229481755,648000,-0.5719,-1.3934,-1.3934
754972,m,82.25,state board,2017,83.6,state board,1906,2,B.Tech/B.E.,electronics and communication engineering,82.9,1906,1,West Bengal,2021,440,680,665,0.493596387,405000,1.1336,1.247,1.247
1044900,m,84,cbse,2018,78.8,cbse,648,1,B.Tech/B.E.,computer science & engineering,67.27,648,0,Kerala,2022,700,640,510,0.996744487,810000,0.8463,1.0554,1.0554
661111,f,84,state board,2017,77,state board,3944,2,B.Tech/B.E.,computer science & engineering,77.6,3944,1,Tamil Nadu,2021,605,475,325,0.413838256,270000,0.1282,0.0973,0.0973
1233151,f,72,state board,2016,69.8,state board,4501,2,B.Tech/B.E.,information technology,67.84,4501,0,Uttar Pradesh,2022,420,385,440,0.23780284,270000,0.5591,-0.0943,-0.0943
328163,m,60,up board,2015,63,up board,55,2,B.Tech/B.E.,electronics and electrical engineering,54,55,0,Uttar Pradesh,2020,425,205,325,0.008154775,369000,-0.5719,-1.3934,-1.3934
670213,m,69.83,state board,2016,53.85,state board,9699,2,B.Tech/B.E.,information technology,66.88,9699,1,Rajasthan,2021,450,410,400,0.377551419,324000,-0.159,0.4805,0.4805
746050,m,78.83,icse,2016,80.5,icse,2550,1,B.Tech/B.E.,electronics and communication engineering,69.1,2550,0,Uttarakhand,2021,595,520,605,0.649389715,540000,-0.4463,0.8637,0.8637
310559,m,87.33,0,2015,89,0,9557,2,B.Tech/B.E.,information technology,75.4,9557,1,Telangana,2019,525,415,475,0.81941653,1008000,0.8192,0.1864,0.1864
237941,m,88.5,icse,2015,85.4,cbse,5671,2,B.Tech/B.E.,electronics and communication engineering,93.6,5671,0,Karnataka,2019,505,605,675,0.960603252,1179000,-0.4173,0.8183,0.8183
958966,m,68.14,state board,2018,61.7,state board,15863,2,B.Tech/B.E.,computer science & engineering,70.4,15863,1,Rajasthan,2022,520,575,485,0.864685413,342000,-0.0154,0.6721,0.6721
